FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,TIME_PERIOD,OBS_VALUE
A,ITF45,D21X31_C_W2_S1,V,N,2025M1,2022,1593.0
A,ITF5,B1G_B_W2_S1,V,N,2025M1,2021,11568.3
A,ITF5,B1G_B_W2_S1,V,N,2025M1,2022,12511.7
A,ITF5,B1G_B_W2_S1,V,N,2025M1,2023,13198.4
A,ITF5,B1GQ_B_W2_S1,V,N,2025M1,2021,12954.0
A,ITF5,B1GQ_B_W2_S1,V,N,2025M1,2022,13966.3
A,ITF5,B1GQ_B_W2_S1,V,N,2025M1,2023,14744.0
A,ITF5,D21X31_C_W2_S1,V,N,2025M1,2021,1385.6
A,ITF5,D21X31_C_W2_S1,V,N,2025M1,2022,1454.6
A,ITF5,D21X31_C_W2_S1,V,N,2025M1,2023,1545.6
A,ITF51,B1G_B_W2_S1,V,N,2025M1,2021,7915.0
A,ITF51,B1G_B_W2_S1,V,N,2025M1,2022,8514.0
A,ITF51,B1GQ_B_W2_S1,V,N,2025M1,2021,8863.0
A,ITF51,B1GQ_B_W2_S1,V,N,2025M1,2022,9504.0
A,ITF51,D21X31_C_W2_S1,V,N,2025M1,2021,949.0
A,ITF51,D21X31_C_W2_S1,V,N,2025M1,2022,990.0
A,ITF52,B1G_B_W2_S1,V,N,2025M1,2021,3653.0
A,ITF52,B1G_B_W2_S1,V,N,2025M1,2022,3998.0
A,ITF52,B1GQ_B_W2_S1,V,N,2025M1,2021,4091.0
A,ITF52,B1GQ_B_W2_S1,V,N,2025M1,2022,4462.0
A,ITF52,D21X31_C_W2_S1,V,N,2025M1,2021,438.0
A,ITF52,D21X31_C_W2_S1,V,N,2025M1,2022,465.0
A,ITF6,B1G_B_W2_S1,V,N,2025M1,2021,30516.2
A,ITF6,B1G_B_W2_S1,V,N,2025M1,2022,32724.5
A,ITF6,B1G_B_W2_S1,V,N,2025M1,2023,34966.9
A,ITF6,B1GQ_B_W2_S1,V,N,2025M1,2021,34063.4
A,ITF6,B1GQ_B_W2_S1,V,N,2025M1,2022,36302.7
A,ITF6,B1GQ_B_W2_S1,V,N,2025M1,2023,38786.0
A,ITF6,D21X31_C_W2_S1,V,N,2025M1,2021,3547.2
A,ITF6,D21X31_C_W2_S1,V,N,2025M1,2022,3578.1
A,ITF6,D21X31_C_W2_S1,V,N,2025M1,2023,3819.1
A,ITF61,B1G_B_W2_S1,V,N,2025M1,2021,10208.0
A,ITF61,B1G_B_W2_S1,V,N,2025M1,2022,10982.0
A,ITF61,B1GQ_B_W2_S1,V,N,2025M1,2021,11394.0
A,ITF61,B1GQ_B_W2_S1,V,N,2025M1,2022,12182.0
A,ITF61,D21X31_C_W2_S1,V,N,2025M1,2021,1187.0
A,ITF61,D21X31_C_W2_S1,V,N,2025M1,2022,1201.0
A,ITF62,B1G_B_W2_S1,V,N,2025M1,2021,2717.0
A,ITF62,B1G_B_W2_S1,V,N,2025M1,2022,2914.0
A,ITF62,B1GQ_B_W2_S1,V,N,2025M1,2021,3033.0
A,ITF62,B1GQ_B_W2_S1,V,N,2025M1,2022,3233.0
A,ITF62,D21X31_C_W2_S1,V,N,2025M1,2021,316.0
A,ITF62,D21X31_C_W2_S1,V,N,2025M1,2022,319.0
A,ITF63,B1G_B_W2_S1,V,N,2025M1,2021,6450.0
A,ITF63,B1G_B_W2_S1,V,N,2025M1,2022,6883.0
A,ITF63,B1GQ_B_W2_S1,V,N,2025M1,2021,7200.0
A,ITF63,B1GQ_B_W2_S1,V,N,2025M1,2022,7635.0
A,ITF63,D21X31_C_W2_S1,V,N,2025M1,2021,750.0
A,ITF63,D21X31_C_W2_S1,V,N,2025M1,2022,753.0
A,ITF64,B1G_B_W2_S1,V,N,2025M1,2021,2347.0
A,ITF64,B1G_B_W2_S1,V,N,2025M1,2022,2505.0
A,ITF64,B1GQ_B_W2_S1,V,N,2025M1,2021,2619.0
A,ITF64,B1GQ_B_W2_S1,V,N,2025M1,2022,2778.0
A,ITF64,D21X31_C_W2_S1,V,N,2025M1,2021,273.0
A,ITF64,D21X31_C_W2_S1,V,N,2025M1,2022,274.0
A,ITF65,B1G_B_W2_S1,V,N,2025M1,2021,8795.0
A,ITF65,B1G_B_W2_S1,V,N,2025M1,2022,9441.0
A,ITF65,B1GQ_B_W2_S1,V,N,2025M1,2021,9817.0
A,ITF65,B1GQ_B_W2_S1,V,N,2025M1,2022,10473.0
A,ITF65,D21X31_C_W2_S1,V,N,2025M1,2021,1022.0
A,ITF65,D21X31_C_W2_S1,V,N,2025M1,2022,1032.0
A,ITFG,B1G_B_W2_S1,V,N,2025M1,2021,363404.2
A,ITFG,B1G_B_W2_S1,V,N,2025M1,2022,398305.8
A,ITFG,B1G_B_W2_S1,V,N,2025M1,2023,425741.9
A,ITFG,B1GQ_B_W2_S1,V,N,2025M1,2021,406764.3
A,ITFG,B1GQ_B_W2_S1,V,N,2025M1,2022,443293.3
A,ITFG,B1GQ_B_W2_S1,V,N,2025M1,2023,473805.2
A,ITFG,D21X31_C_W2_S1,V,N,2025M1,2021,43360.1
A,ITFG,D21X31_C_W2_S1,V,N,2025M1,2022,44987.6
A,ITFG,D21X31_C_W2_S1,V,N,2025M1,2023,48063.3
A,ITG,B1G_B_W2_S1,V,N,2025M1,2021,114160.7
A,ITG,B1G_B_W2_S1,V,N,2025M1,2022,126831.1
A,ITG,B1G_B_W2_S1,V,N,2025M1,2023,136062.3
A,ITG,B1GQ_B_W2_S1,V,N,2025M1,2021,127850.3
A,ITG,B1GQ_B_W2_S1,V,N,2025M1,2022,141198.3
A,ITG,B1GQ_B_W2_S1,V,N,2025M1,2023,151437.7
A,ITG,D21X31_C_W2_S1,V,N,2025M1,2021,13689.6
A,ITG,D21X31_C_W2_S1,V,N,2025M1,2022,14367.2
A,ITG,D21X31_C_W2_S1,V,N,2025M1,2023,15375.4
A,ITG1,B1G_B_W2_S1,V,N,2025M1,2021,82320.3
A,ITG1,B1G_B_W2_S1,V,N,2025M1,2022,91979.8
A,ITG1,B1G_B_W2_S1,V,N,2025M1,2023,98877.2
A,ITG1,B1GQ_B_W2_S1,V,N,2025M1,2021,92163.8
A,ITG1,B1GQ_B_W2_S1,V,N,2025M1,2022,102368.2
A,ITG1,B1GQ_B_W2_S1,V,N,2025M1,2023,110008.8
A,ITG1,D21X31_C_W2_S1,V,N,2025M1,2021,9843.5
A,ITG1,D21X31_C_W2_S1,V,N,2025M1,2022,10388.4
A,ITG1,D21X31_C_W2_S1,V,N,2025M1,2023,11131.6
A,ITG11,B1G_B_W2_S1,V,N,2025M1,2021,6451.0
A,ITG11,B1G_B_W2_S1,V,N,2025M1,2022,7006.0
A,ITG11,B1GQ_B_W2_S1,V,N,2025M1,2021,7222.0
A,ITG11,B1GQ_B_W2_S1,V,N,2025M1,2022,7797.0
A,ITG11,D21X31_C_W2_S1,V,N,2025M1,2021,771.0
A,ITG11,D21X31_C_W2_S1,V,N,2025M1,2022,791.0
A,ITG12,B1G_B_W2_S1,V,N,2025M1,2021,21711.0
A,ITG12,B1G_B_W2_S1,V,N,2025M1,2022,23709.0
A,ITG12,B1GQ_B_W2_S1,V,N,2025M1,2021,24307.0
A,ITG12,B1GQ_B_W2_S1,V,N,2025M1,2022,26387.0
A,ITG12,D21X31_C_W2_S1,V,N,2025M1,2021,2596.0
A,ITG12,D21X31_C_W2_S1,V,N,2025M1,2022,2678.0
A,ITG13,B1G_B_W2_S1,V,N,2025M1,2021,10309.0
A,ITG13,B1G_B_W2_S1,V,N,2025M1,2022,11294.0
A,ITG13,B1GQ_B_W2_S1,V,N,2025M1,2021,11542.0
A,ITG13,B1GQ_B_W2_S1,V,N,2025M1,2022,12569.0
A,ITG13,D21X31_C_W2_S1,V,N,2025M1,2021,1233.0
A,ITG13,D21X31_C_W2_S1,V,N,2025M1,2022,1276.0
A,ITG14,B1G_B_W2_S1,V,N,2025M1,2021,6179.0
A,ITG14,B1G_B_W2_S1,V,N,2025M1,2022,6689.0
A,ITG14,B1GQ_B_W2_S1,V,N,2025M1,2021,6918.0
A,ITG14,B1GQ_B_W2_S1,V,N,2025M1,2022,7445.0
A,ITG14,D21X31_C_W2_S1,V,N,2025M1,2021,739.0
A,ITG14,D21X31_C_W2_S1,V,N,2025M1,2022,755.0
A,ITG15,B1G_B_W2_S1,V,N,2025M1,2021,3957.0
A,ITG15,B1G_B_W2_S1,V,N,2025M1,2022,4234.0
A,ITG15,B1GQ_B_W2_S1,V,N,2025M1,2021,4430.0
A,ITG15,B1GQ_B_W2_S1,V,N,2025M1,2022,4712.0
A,ITG15,D21X31_C_W2_S1,V,N,2025M1,2021,473.0
A,ITG15,D21X31_C_W2_S1,V,N,2025M1,2022,478.0
A,ITG16,B1G_B_W2_S1,V,N,2025M1,2021,2319.0
A,ITG16,B1G_B_W2_S1,V,N,2025M1,2022,2551.0
A,ITG16,B1GQ_B_W2_S1,V,N,2025M1,2021,2596.0
A,ITG16,B1GQ_B_W2_S1,V,N,2025M1,2022,2839.0
A,ITG16,D21X31_C_W2_S1,V,N,2025M1,2021,277.0
A,ITG16,D21X31_C_W2_S1,V,N,2025M1,2022,288.0
A,ITG17,B1G_B_W2_S1,V,N,2025M1,2021,18801.0
A,ITG17,B1G_B_W2_S1,V,N,2025M1,2022,20476.0
A,ITG17,B1GQ_B_W2_S1,V,N,2025M1,2021,21049.0
A,ITG17,B1GQ_B_W2_S1,V,N,2025M1,2022,22789.0
A,ITG17,D21X31_C_W2_S1,V,N,2025M1,2021,2248.0
A,ITG17,D21X31_C_W2_S1,V,N,2025M1,2022,2313.0
A,ITG18,B1G_B_W2_S1,V,N,2025M1,2021,5372.0
A,ITG18,B1G_B_W2_S1,V,N,2025M1,2022,5878.0
A,ITG18,B1GQ_B_W2_S1,V,N,2025M1,2021,6014.0
A,ITG18,B1GQ_B_W2_S1,V,N,2025M1,2022,6542.0
A,ITG18,D21X31_C_W2_S1,V,N,2025M1,2021,642.0
A,ITG18,D21X31_C_W2_S1,V,N,2025M1,2022,664.0
A,ITG19,B1G_B_W2_S1,V,N,2025M1,2021,7223.0
A,ITG19,B1G_B_W2_S1,V,N,2025M1,2022,10143.0
A,ITG19,B1GQ_B_W2_S1,V,N,2025M1,2021,8086.0
A,ITG19,B1GQ_B_W2_S1,V,N,2025M1,2022,11289.0
A,ITG19,D21X31_C_W2_S1,V,N,2025M1,2021,864.0
A,ITG19,D21X31_C_W2_S1,V,N,2025M1,2022,1146.0
A,ITG2,B1G_B_W2_S1,V,N,2025M1,2021,31840.4
A,ITG2,B1G_B_W2_S1,V,N,2025M1,2022,34851.3
A,ITG2,B1G_B_W2_S1,V,N,2025M1,2023,37185.1
A,ITG2,B1GQ_B_W2_S1,V,N,2025M1,2021,35686.5
A,ITG2,B1GQ_B_W2_S1,V,N,2025M1,2022,38830.1
A,ITG2,B1GQ_B_W2_S1,V,N,2025M1,2023,41428.9
A,ITG2,D21X31_C_W2_S1,V,N,2025M1,2021,3846.1
A,ITG2,D21X31_C_W2_S1,V,N,2025M1,2022,3978.8
A,ITG2,D21X31_C_W2_S1,V,N,2025M1,2023,4243.8
A,ITG25,B1G_B_W2_S1,V,N,2025M1,2021,9712.0
A,ITG25,B1G_B_W2_S1,V,N,2025M1,2022,10599.0
A,ITG25,B1GQ_B_W2_S1,V,N,2025M1,2021,10885.0
A,ITG25,B1GQ_B_W2_S1,V,N,2025M1,2022,11809.0
A,ITG25,D21X31_C_W2_S1,V,N,2025M1,2021,1173.0
A,ITG25,D21X31_C_W2_S1,V,N,2025M1,2022,1210.0
A,ITG26,B1G_B_W2_S1,V,N,2025M1,2021,3694.0
A,ITG26,B1G_B_W2_S1,V,N,2025M1,2022,3971.0
A,ITG26,B1GQ_B_W2_S1,V,N,2025M1,2021,4140.0
A,ITG26,B1GQ_B_W2_S1,V,N,2025M1,2022,4424.0
A,ITG26,D21X31_C_W2_S1,V,N,2025M1,2021,446.0
A,ITG26,D21X31_C_W2_S1,V,N,2025M1,2022,453.0
A,ITG27,B1G_B_W2_S1,V,N,2025M1,2021,10851.0
A,ITG27,B1G_B_W2_S1,V,N,2025M1,2022,12162.0
A,ITG27,B1GQ_B_W2_S1,V,N,2025M1,2021,12162.0
A,ITG27,B1GQ_B_W2_S1,V,N,2025M1,2022,13550.0
A,ITG27,D21X31_C_W2_S1,V,N,2025M1,2021,1311.0
A,ITG27,D21X31_C_W2_S1,V,N,2025M1,2022,1388.0
A,ITG28,B1G_B_W2_S1,V,N,2025M1,2021,2523.0
A,ITG28,B1G_B_W2_S1,V,N,2025M1,2022,2741.0
A,ITG28,B1GQ_B_W2_S1,V,N,2025M1,2021,2828.0
A,ITG28,B1GQ_B_W2_S1,V,N,2025M1,2022,3054.0
A,ITG28,D21X31_C_W2_S1,V,N,2025M1,2021,305.0
A,ITG28,D21X31_C_W2_S1,V,N,2025M1,2022,313.0
A,ITZ,B1G_B_W2_S1,V,N,2025M1,2021,1597.0
A,ITZ,B1G_B_W2_S1,V,N,2025M1,2022,781.8
A,ITZ,B1G_B_W2_S1,V,N,2025M1,2023,793.0
A,ITZ,B1GQ_B_W2_S1,V,N,2025M1,2021,1597.0
A,ITZ,B1GQ_B_W2_S1,V,N,2025M1,2022,781.8
A,ITZ,B1GQ_B_W2_S1,V,N,2025M1,2023,793.0
A,ITZ,D21X31_C_W2_S1,V,N,2025M1,2021,0.0
A,ITZ,D21X31_C_W2_S1,V,N,2025M1,2022,0.0
A,ITZ,D21X31_C_W2_S1,V,N,2025M1,2023,0.0
